domain,fb_score,mturk_score,allsides_score,allsides_score_community,mbfc_score,media_score,buntain_share_ideology_score
miamiherald.com,-0.3418,-0.166666666667,-0.5,-0.5,-0.33,,-0.6088258189829459
miaminewtimes.com,,,,,-0.33,,-1.0031185985528783
miamistandard.news,,,,,0.66,,
miamivalleytoday.com,,,,,0.33,,
mic.com,-0.7083,0.0,,,-0.33,-1.5591389443984096,-1.2357255639554974
micapitolnews.com,,,,,0.33,,
micdroppolitics.com,,,,,1.0,,
michaelbaisden.com,,,,,,,-0.7299224057773528
michellemalkin.com,,,1.0,0.5,,,
michigandaily.com,,,-0.5,-0.5,,,
midcoasttoday.com,,,,,0.33,,
middleamericandemocrat.com,,,,,-1.0,,-1.405043872874201
middleeasteye.net,,,,,-0.33,,
middleeastmonitor.com,-0.6544,,,,-0.66,,-0.8944048202900582
midmassnews.com,,,,,0.33,,
migrationpolicy.org,,,,,-0.33,,
miheadlines.com,,,,,,,-0.2975348014691434
mikehuckabee.com,,,,,,,1.6080307315407285
milforddailynews.com,,,,,-0.33,,
militarist-monitor.org,,,,,-0.33,,
military.com,0.4081,,,,0.0,,0.5466884221305446
militarytimes.com,0.4459,0.0833333333333,,,0.0,,0.2728811356323222
milliyet.com.tr,,,,,0.66,,
milwaukeeindependent.com,,,,,-0.66,,
mindbodygreen.com,,,,,,,-0.3848913292643528
mindful.org,,,,,,,-1.0688756536564714
minds.com,,,,,,,-0.2836980171805869
mindy-fischer-writer.com,,,,,,,-1.4456344869459623
mininggazette.com,,,,,0.33,,
miningjournal.net,,,,,0.0,,
minnesota.cbslocal.com,,,,,-0.33,,
minnpost.com,,,,,-0.33,,
mintpressnews.com,,,,,-0.33,,-0.74581143408774
mirror.co.uk,,-0.0833333333333,,,-0.33,,0.0076241577474096
mises.org,,,,,0.66,,1.1437135733669708
missing.report,,,,,,,0.2790424686198031
missingkids.com,,,,,,,0.1694109325505771
missingkids.org,,,,,,,0.207773840095932
mississippitoday.org,,,,,-0.33,,
missoulian.com,,,,,0.0,,
mitchellrepublic.com,,,,,0.33,,
mlb.com,,,,,,,0.1587192723640573
mlbtraderumors.com,,0.0,,,,,
mlive.com,-0.3186,,,,0.0,,-0.1511073965733389
mmaimports.com,,,,,,,0.0902219985677511
mmqb.si.com,,-0.0833333333333,,,,,
mnn.com,,,,,-0.33,,-0.6127166325215401
mobilecourant.com,,,,,0.33,,
modbee.com,,,,,0.0,,
modernhealthcare.com,,,,,0.0,,
modernliberals.com,,,,,-0.66,,
mohavetoday.com,,,,,0.33,,
mom.me,,,,,,,0.1654954922399724
moms.com,,,,,,,0.0909239543965338
mondaymondaynetwork.com,,,,,,,1.2023746545171878
mondoweiss.net,-0.7135,,,,-0.66,,-1.2730507778639537
money.cnn.com,-0.2565,0.0,,,,,
moneytalksnews.com,,,,,-0.33,,
moneyversed.com,,,,,,,0.3210462242225255
mongabay.com,,,,,-0.33,,
montereyherald.com,,,,,0.0,,
montereytimes.com,,,,,0.33,,
montgomeryadvertiser.com,,,,,-0.33,,
montgomerymdnews.com,,,,,0.33,,
monthlyreview.org,,,,,-0.66,,
montreal.citynews.ca,,,,,0.0,,
montrealgazette.com,,,,,0.33,,
moon-child.net,,,,,,,-0.3911627510515286
moonactive.net,,,,,,,0.2044926653521766
moonbattery.com,,,,,1.0,,
moonofalabama.org,,,,,-0.66,,
mooresvilletribune.com,,,,,0.0,,
morganton.com,,,,,0.0,,
morningbrew.com,,,,,-0.33,,
morningconsult.com,,,,,0.0,0.3350922479463983,
morningstaronline.co.uk,,,,,-0.66,,
moroccoworldnews.com,,,,,0.33,,
moronmajority.com,,,,,-0.66,,
mother.ly,,,,,,,-0.1029060398289803
motherjones.com,-0.8663,-0.666666666667,-1.0,-0.5,-0.33,-1.712715822530487,-1.4391536308365185
mothership.sg,,,,,-0.33,,
motor-junkie.com,,,,,,,0.5226873923536685
moultrieobserver.com,,,,,-0.33,,
moveon.org,,,,,-0.66,,-1.271389048220341
moviepilot.com,,,,,,,-0.2974056932648955
movieweb.com,,,,,,,-0.1190590145663297
movingleft.com,,,,,,,-1.3333407861754747
mprnews.org,,,,,-0.33,,-0.9687619331633748
mrc.org,,,,,0.66,,
mrctv.org,0.8636,,,,,2.808294733695365,1.5304154472872904
msmagazine.com,,,,,-0.66,-1.4230369498433562,
msn.com,-0.084,0.0,,,-0.33,,-0.4863079194409235
msnbc.com,-0.8102,-0.5,-1.0,0.0,-0.66,-0.7590317821478891,-1.3214493365694655
mtdemocrat.com,,,,,0.33,,
mtonews.com,,,,,-0.33,,-0.401846952538923
mtstandard.com,,,,,0.0,,
mtv.com,,-0.333333333333,,,,,-0.4019517689937342
munciereporter.com,,,,,0.33,,
muncievoice.com,,,,,-0.66,,
mundohispanico.com,,,,,,,-0.5806951548577779
muscatinejournal.com,,,,,0.0,,
musclecarszone.net,,,,,,,0.5894954289238429
muskokaregion.com,,,,,-0.33,,
myajc.com,,,,,,,-0.3388334749329109
mycbs4.com,,,,,0.33,,
mycentraljersey.com,,,,,-0.33,,
mychamplainvalley.com,,,,,0.0,,
mycouriertribune.com,,,,,0.33,,
mydailybible.org,,,,,,,0.1524806520075544
mydailyfreedom.com,,,,,0.66,,
mydailyquizz.com,,,,,,,-0.0052338051420665
mydailyregister.com,,,,,0.33,,
mydailysentinel.com,,,,,0.33,,
mydailytribune.com,,,,,0.33,,
myeasternshoremd.com,,,,,-0.33,,
myfitnesspal.com,,,,,,,-0.1835881442308778
myfox28columbus.com,,,,,0.33,,
myfox8.com,-0.021,,,,0.0,,0.4147452333374406
myfoxchicago.com,-0.342,,,,,,
myfoxdetroit.com,-0.3483,,,,,,
myfoxdfw.com,0.1633,,,,,,
myfoxny.com,-0.0713,,,,,,
myfoxtampabay.com,0.1475,,,,,,
myfoxtwincities.com,-0.1171,,,,,,
myfoxzone.com,,,,,0.0,,
mygreatminds.com,,,,,,,0.12139242338127
myheraldreview.com,,,,,0.33,,
myincrediblerecipes.com,,,,,,,0.5035701118175345
mymodernmet.com,,,,,,,-0.7605355112097002
mynbc15.com,,,,,0.33,,0.5645160065317283
mynbc5.com,,,,,0.0,,0.030177974115422
mynews13.com,,,,,,,0.2185943288108307
mynews4.com,,,,,0.33,,
mynewsla.com,,,,,0.0,,
mynorthwest.com,,,,,0.33,,0.9763731897804472
mypanhandle.com,,,,,,,0.689379195473245
myrecordjournal.com,,,,,0.0,,
myrgv.com,,,,,-0.33,,
myrightamerica.com,,,,,1.0,,1.408378659842446
myrtlebeachonline.com,,,,,,,0.4617935503511862
mysanantonio.com,,,,,,,-0.0715347732878449
myshopify.com,,,,,,,0.2755787129637038
myskinnypoints.com,,,,,,,0.6401553523949641
mystateline.com,,,,,,,0.2279903273870103
mystatesman.com,,,-0.5,-0.5,,,
mysticalraven.com,,,,,,,-0.1673004694187872
mysuncoast.com,,,,,0.0,,0.1572918075590866
mytona.com,,,,,,,0.207070878031622
mytwintiers.com,,,,,0.0,,0.4953337721499188
mywebtimes.com,,,,,0.0,,
naacp.org,,,,,-0.66,,
nacion.com,,,,,0.33,,
nakedcapitalism.com,,,,,-0.33,,
napavalleyregister.com,,,,,0.0,,
naplesnews.com,,,,,-0.33,,
naplesstandard.com,,,,,0.33,,
narcity.com,,,,,,,-0.0588616534148573
nasa.gov,,,,,,,-0.2262641603886111
nascar.com,,,,,,,0.7312616805558182
natall.com,,,,,1.0,,
nation.africa,,,,,-0.33,,
nation.com,,,,,,,0.391613631971948
nation.com.pk,,,,,0.33,,
nation.foxnews.com,0.9012,0.583333333333,,,,,
nationalaffairs.com,,,,,0.33,1.0874170410453428,
nationalcenter.org,,,,,0.66,,
nationaldaycalendar.com,,,,,,,0.1760953890272432
nationalenquirer.com,,,,,0.66,,
nationalfile.com,,,,,1.0,,
nationalgeographic.com,,-0.0833333333333,,,0.0,,-0.7633143785491834
nationalinsiders.com,,,,,1.0,,
nationalinterest.org,,0.25,0.0,0.5,0.33,0.7189747868951184,
nationaljournal.com,0.0191,,0.0,0.0,0.0,0.162175528289024,
nationalmemo.com,,,,,-0.66,,
nationalnewswatch.com,,,,,-0.33,,
nationalobserver.com,,,,,-0.33,,
nationalpolicy.institute,,,,,1.0,,
nationalpost.com,,,,,0.33,,
nationalreport.net,0.1168,,,,,,
nationalreview.com,0.9009,0.416666666667,1.0,1.0,0.66,1.5927048062881657,1.2192262623245271
nationalsecurity.news,,,,,0.66,,
nationalvanguard.org,,,,,1.0,,
nationalzero.com,,,,,-1.0,,
nationandstate.com,,,,,1.0,,
nationmaster.com,,,,,0.0,,
nationofchange.org,-0.8262,,,,-0.66,,-0.9557109769941776
nativenewsonline.net,,,,,,,-0.8164579529318569
natmonitor.com,,,,,-0.33,,
naturalhealthyteam.com,,,,,,,0.2044914999863563
naturallivingideas.com,,,,,,,0.1087098259536463
naturalmedicine.news,,,,,0.66,,
naturalnews.com,0.4837,,,,1.0,,0.6295958949784032
naturalnewsblogs.com,,,,,0.66,,
naturalnewsradio.com,,,,,0.66,,
naturalpedia.com,,,,,0.66,,
naturalsociety.com,,,,,-0.66,,
naturalstatenews.com,,,,,0.33,,
nature.com,,0.0,,,,,
nature.org,,,,,-0.33,,-0.7692880269643603
naturecoasttimes.com,,,,,0.33,,
natureknows.org,,,,,,,-0.0784391538916809
naugatucktimes.com,,,,,0.33,,
navy.mil,,,,,,,0.4824858791776819
navytimes.com,0.3365,,,,0.0,,0.4797770041780607
nba.com,,,,,,,-0.4060140032292866
nbalovers.info,,,,,,,0.2010981941441963
nbc-2.com,,,,,,,0.3071930945951551
nbc.com,,0.0,,,,,-0.2410823102571636
nbc11news.com,,,,,0.0,,
nbc12.com,,,,,0.0,,0.1893328209663984
nbc15.com,,,,,,,-0.051875800575095
nbc16.com,,,,,0.33,,
nbc24.com,,,,,0.33,,
nbc25news.com,,,,,0.33,,0.2871428580916964
nbc29.com,,,,,0.0,,
nbc4i.com,,,,,0.0,,0.2124000889965458
nbcbayarea.com,-0.5023,,,,,,-0.3590835605924523
nbcboston.com,,,,,-0.33,,-0.2281387685467776
nbcchicago.com,-0.3416,-0.25,,,-0.33,,-0.3244883256724715
nbcconnecticut.com,-0.1992,,,,,,-0.126244496828093
nbcdfw.com,0.1204,,,,-0.33,,0.2517151436863024
nbclosangeles.com,-0.2456,,,,-0.33,,-0.2586881815155525
nbcmiami.com,,,,,-0.33,,-0.1242483160709893
nbcmontana.com,,,,,0.33,,0.1908476841675043
nbcnebraskascottsbluff.com,,,,,0.0,,
nbcnews.com,-0.2735,-0.583333333333,-0.5,-0.5,-0.33,-0.4927134550899319,-0.7788604505220864
nbcnewyork.com,-0.3704,,,,-0.33,,-0.2246114941724125
nbcphiladelphia.com,-0.3285,,,,-0.33,,-0.1920776405737038
nbcsandiego.com,-0.1038,,,,,,-0.3483347979488559
nbcsports.com,,,,,,,0.1275519833941642
nbcwashington.com,-0.4291,0.0,,,-0.33,,-0.4517145603640393
nber.org,,,,,0.0,,
ncarkansasnews.com,,,,,0.33,,
nccivitas.org,,,,,0.66,,
nces.ed.gov,,0.0,,,,,
ncfloridanews.com,,,,,0.33,,
ncgeorgianews.com,,,,,0.33,,
ncindiananews.com,,,,,0.33,,
nckansasnews.com,,,,,0.33,,
nckentuckynews.com,,,,,0.33,,
ncmassnews.com,,,,,0.33,,
ncnewsonline.com,,,,,-0.33,,
ncpolicywatch.com,,,,,-0.66,,
ncregister.com,,,,,0.66,,1.1551982043071725
ncsl.org,,,,,0.0,,
ncsu.edu,,0.0,,,,,
nct.news,,,,,,,-1.3434578391228846
ndtv.com,,0.0,,,-0.33,,
nealabamanews.com,,,,,0.33,,
neatlantanews.com,,,,,0.33,,
nebraska.tv,,,,,0.33,,
necalinews.com,,,,,0.33,,
necn.com,,,,,0.0,,-0.2027862725110431
necoloradonews.com,,,,,0.33,,
neconnnews.com,,,,,0.33,,
needtoimpeach.com,,,,,,,-1.195573901559712
nefloridanews.com,,,,,0.33,,
neindiananews.com,,,,,0.33,,
nekansasnews.com,,,,,0.33,,
nekentuckynews.com,,,,,0.33,,
nelouisiananews.com,,,,,0.33,,
neonnettle.com,,,,,0.66,,1.049538252396078
nerdist.com,,,,,,,-0.8447648185493892
nesacramentonews.com,,,,,0.33,,
nesn.com,,0.0,,,,,0.0186812731963741
netflix.com,,,,,,,-0.5433115999950255
netflixlife.com,,,,,,,0.1334882571927567
neurosciencenews.com,,,,,,,-0.4732591137306265
nevalleytimes.com,,,,,0.33,,
newamerica.org,,,,,-0.33,,
newamericannews.com,,,,,0.66,,
newarkpostonline.com,,,,,0.0,,
newbernsj.com,,,,,0.0,,
newbostonpost.com,,,,,0.66,,
newcenturytimes.com,,,,,-1.0,,-1.3729964660093754
newengland.com,,,,,,,-0.1706525329644264
neweurope.eu,,,,,-0.33,,
newint.org,,,,,-0.66,,
newjersey.news12.com,-0.2447,,,,,,
newleftreview.org,,,,,-0.33,,
newlifeoutlook.com,,,,,,,0.3440731355494542
newmatilda.com,,,,,-0.33,,
newmoderate.com,,,,,-0.33,,
newnation.org,,,,,1.0,,
newnationalist.net,,,,,0.66,,
newnownext.com,-0.9097,,,,,,-1.256760374832664
newpol.org,,,,,-0.66,,
newrepublic.com,-0.6695,-0.333333333333,-1.0,0.0,-0.66,-1.0858675051927964,-1.3607154095047342
news-actual.com,,,,,,,0.5652260155333296
news-gazette.com,,,,,0.33,,
news-herald.com,,,,,0.33,,
news-journal.com,,,,,0.0,,
news-leader.com,,,,,-0.33,,0.1900399223644138
news-press.com,,,,,,,-0.1488163658392618
news.amomama.com,,,,,0.0,,
news.cn,,,,,-0.66,,
news.com.au,,-0.416666666667,,,0.33,,0.1082203642556616
news.investors.com,0.8955,,,,,,
news.mit.edu,,,0.0,-0.5,,,
news.msn.com,-0.0623,,,,,,
news.sky.com,,0.0,,,,,
news.vice.com,-0.4284,0.0,,,,,
news.wgbh.org,,,0.0,-0.5,,,
news.yahoo.com,0.0493,,,,-0.33,,
news10.com,,,,,0.0,,0.2045755789642511
news12.com,,,,,,,-0.0690837565687109
news18.com,,,,,0.33,,
news24.com,,,,,0.0,,
news3lv.com,,,,,0.33,,0.0870371263388575
news4jax.com,,,,,0.0,,0.4579538637813043
news4sanantonio.com,,,,,0.33,,0.2666666666666666
news5cleveland.com,,,,,0.0,,0.0890314937687219
news8000.com,,,,,0.0,,
news9.com,0.1417,,,,0.0,,0.5182257714829603
newsadvance.com,,,,,0.0,,
newsaegis.com,,,,,-0.33,,
newsammo.com,,,,,1.0,,
newsandguts.com,,,,,-0.33,,-1.5164596416261515
newsandnews.com,,,,,0.0,,
newsandsentinel.com,,,,,0.33,,
newsblaze.com,,,,,1.0,,
newsbreak.com,,,,,-0.33,,
newsbreakshere.com,,,,,1.0,,
newsbusters.org,0.9168,0.0,1.0,1.0,0.66,2.2344161131945763,1.5416980329902217
newscentermaine.com,,,,,-0.33,,0.0714169501949685
newschannel10.com,,,,,0.0,,
newschannel20.com,,,,,0.33,,0.3610985846283989
newschannel5.com,,,,,0.0,,0.4167710488508622
newschannel6now.com,,,,,0.0,,
newschannel9.com,,,,,0.33,,0.5581696570335813
newschief.com,,,,,-0.33,,
newscientist.com,,,,,,,-0.6512338204199946
newscorpse.com,,,,,-0.66,,
newsday.com,,,,,-0.33,,-0.1464675705492137
newsela.com,,,,,0.0,,
newsely.com,,,,,,,0.5529084488374432
newser.com,,,,,-0.33,,
newseum.org,,0.0,,,,,
newsexaminer.com,,,,,0.33,,
newsfactsnetwork.com,,,,,0.0,,
newsglobal.com,,,,,1.0,,
newsguardtech.com,,,,,0.0,,
newsheist.com,,,,,1.0,,
newsherald.com,,,,,-0.33,,0.5294154546794677
newshounds.us,,,,,-0.66,,
newshourfirst.com,,,,,1.0,,
newslit.org,,,,,0.0,,
newslookup.com,,,,,0.0,,
newsmaven.io,,,,,,,-0.8025681314788121
newsmax.com,0.7697,0.416666666667,1.0,0.5,0.66,1.3949985633764888,1.4162881320759066
newsnationnow.com,,,,,0.0,,
newsner.com,,,,,,,0.3205359969375124
newsninja2012.com,0.8971,,,,,,
newsnow.co.uk,,,,,0.0,,
newsobserver.com,,,,,-0.33,,-0.5521319327435138
newsok.com,,,,,,,0.0998184381624724
newson6.com,,,,,0.0,,0.5333986404179007
newsone.com,-0.7794,,,,-0.66,-1.1804561175384891,-0.928941191070261
newsoptimist.ca,,,,,0.0,,
newspageindex.com,,,,,0.66,,
newspets.info,,,,,,,0.0952733397988872
newspress.com,,,,,0.66,,
newspressnow.com,,,,,0.0,,
newspunch.com,,,,,1.0,,1.1806051675074187
newspushed.com,,,,,1.0,,
newsready.com,,,,,1.0,,
newssloth.com,,,,,0.66,,
newstarget.com,,,,,,,0.5946246093960263
newstatesman.com,,,,,-0.33,,
newsthump.com,,,,,,,-0.8789716138232214
newstimes.com,,,,,-0.33,,
newsview.gr,,,,,1.0,,
newsvirginian.com,,,,,0.0,,
newswars.com,,,,,1.0,,1.5064803957838238
newsweek.com,-0.2726,-0.166666666667,,,-0.33,-0.3017765626331848,-0.962863035104396
newswithviews.com,,,,,1.0,,
newsy.com,,,,,-0.33,,-0.8567104437165535
newyork.cbslocal.com,-0.2017,0.0,,,-0.33,,
newyorker.com,-0.7584,-0.5,,,-0.66,-0.851943939306366,-1.3312828148141984
newyorkupstate.com,,,,,,,0.1408295315621552
newzjunky.com,,,,,0.0,,
newzmagazine.com,,,,,,,0.6275828240920518
nextavenue.org,,,,,,,-0.583252356986494
nextgov.com,,,,,0.0,,
nextshark.com,,,,,,,-0.7675741669376211
nfl.com,,0.0,,,,,0.1064519347303385
nfrw.org,,,,,0.66,,
ngo-monitor.org,,,,,0.66,,
nhk.or.jp,,,,,-0.33,,
nhl.com,,,,,,,0.2201625927188326
nhregister.com,,,,,-0.33,,
niagara-gazette.com,,,,,-0.33,,
niagarathisweek.com,,,,,-0.33,,
nicerdays.org,,,,,,,0.8340432809847562
niemanlab.org,,-0.0833333333333,,,-0.33,-1.175880344214263,
nih.gov,,,,,,,0.0514953631105319
nikkei.com,,,,,0.33,,
nine.com.au,,,,,0.33,,
niskanencenter.org,,,,,-0.33,,
nj.com,-0.2969,0.0,,,-0.33,,-0.1397126300736421
nj1015.com,,,,,0.33,,0.3240319017291981
nknews.org,,,,,0.0,,
nme.com,,,,,,,-0.6103778330393136
nmpolitics.net,,,0.0,-0.5,,,
noaa.gov,,,,,,,0.03199092161228
nola.com,-0.2175,,,,-0.33,,-0.0511698239428031
nolabels.org,,,0.0,-0.5,0.0,,
nolareporter.com,,,,,0.33,,
nomorefakenews.com,,,,,0.66,,
nonpareilonline.com,,,,,0.0,,
noozhawk.com,,,,,0.0,,
noqreport.com,,,,,1.0,,
nordicmonitor.com,,,,,-0.33,,
norfolkdailynews.com,,,,,0.0,,
norfolkreporter.com,,,,,0.33,,
north99.org,,,,,-0.66,,
northacadiananews.com,,,,,0.33,,
northalaskanews.com,,,,,0.33,,
northbaltimorejournal.com,,,,,0.33,,
northbaynipissing.com,,,,,-0.33,,
northbirminghamtimes.com,,,,,0.33,,
northbluegrassnews.com,,,,,0.33,,
northbostonnews.com,,,,,0.33,,
northbrowardnews.com,,,,,0.33,,
northcoastcanews.com,,,,,0.33,,
northcooknews.com,,,,,0.33,,
northdsmnews.com,,,,,0.33,,
northegyptnews.com,,,,,0.33,,
northfultontoday.com,,,,,0.33,,
northgwinnettnews.com,,,,,0.33,,
northidahotimes.com,,,,,0.33,,
northindynews.com,,,,,0.33,,
northinlandnews.com,,,,,0.33,,
northiowareporter.com,,,,,0.33,,
northjeffconews.com,,,,,0.33,,
northjersey.com,,,,,-0.33,,-0.159615988605288
northkentuckynews.com,,,,,0.33,,
northkoreatimes.com,,,,,0.0,,
northlaketimes.com,,,,,0.33,,
northlittlerocktimes.com,,,,,0.33,,
northmianews.com,,,,,0.33,,
northnewcastlenews.com,,,,,0.33,,
northoctimes.com,,,,,0.33,,
northpanhandlenews.com,,,,,0.33,,
northpimanews.com,,,,,0.33,,
northsactoday.com,,,,,0.33,,
northsfvtoday.com,,,,,0.33,,
northsgvnews.com,,,,,0.33,,
northshorelanews.com,,,,,0.33,,
northtamatelegraph.com,,,,,0.0,,
northwichitanews.com,,,,,0.33,,
norwichbulletin.com,,,,,-0.33,,
nos.nl,,,,,0.33,,
noticel.com,,,,,,,-0.5313547812062306
notiuno.com,,,,,,,-0.284491521716193
notrickszone.com,,,,,0.66,,
notthebee.com,,,,,0.66,,
nova-magazine.net,,,,,,,-1.1161049912192855
novaramedia.com,,,,,-0.66,,
novinite.com,,,,,0.0,,
novinky.cz,,,,,-0.33,,
nowentertainment.net,,,,,0.33,,
nownews.com,,,,,-0.33,,
nowtheendbegins.com,0.8533,,,,,,1.2313108802702994
nowthisnews.com,,,,,-1.0,-1.391360353332494,
nowtoronto.com,,,,,-0.66,,
npr.news,,,,,0.66,,
npr.org,-0.6103,-0.166666666667,0.0,-0.5,-0.33,-0.6793768086995435,-1.166191467780881
nptelegraph.com,,,,,0.0,,
nra.org,,,,,1.0,,
nraila.org,0.8529,,,,0.66,,1.4781640308845283
nrcc.org,0.9257,,,,,,
nrdc.org,,,,,-0.66,,-1.2650772567202482
nst.com.my,,,,,0.0,,
ntd.com,,,,,0.66,,0.9296414564117168
ntd.tv,,,,,,,0.3004051181670705
ntknetwork.com,,,,,0.66,,1.4933989972409292
nujournal.com,,,,,0.0,,
numbersusa.com,0.8549,,,,0.66,,1.4602390470890674
nutrientreference.com,,,,,0.66,,
nwahomepage.com,,,,,0.0,,
nwalabamanews.com,,,,,0.33,,
nwaonline.com,,,,,0.33,,
nwarkansasnews.com,,,,,0.33,,
nwatlantanews.com,,,,,0.33,,
nwconnnews.com,,,,,0.33,,
nwfdailynews.com,,,,,0.0,,0.688006022171556
nwgeorgianews.com,,,,,0.33,,
nwillinoisnews.com,,,,,0.33,,
nwiowanews.com,,,,,0.33,,
nwitimes.com,,,,,0.0,,-0.0165710263982036
nwkansasnews.com,,,,,0.33,,
nwkentuckynews.com,,,,,0.33,,
nwlatimes.com,,,,,0.33,,
nwlouisiananews.com,,,,,0.33,,
nwriversidenews.com,,,,,0.33,,
nwvalleytimes.com,,,,,0.33,,
ny1.com,,,,,0.0,,
nybooks.com,,0.0,,,,,-1.4080000511634898
nydailynews.com,-0.2139,-0.5,,,-0.33,,-0.7769411489884874
nymag.com,,-0.5,-1.0,-0.5,-0.66,-1.1256460688108565,-1.2356496544150766
nypost.com,0.2497,-0.333333333333,1.0,0.5,0.33,0.6424505600915198,0.3097307580704111
nysun.com,,,,,0.66,,
nytimes.com,-0.5469,0.0,-0.5,-0.5,-0.33,-0.6992348131127362,-1.1509363677431006
nzherald.co.nz,,,,,0.0,,-0.2071151236010057
o4anews.com,,,,,,,1.3796577980990783
oaklandcitywire.com,,,,,0.33,,
oann.com,,,,,,2.690056160686581,1.427213564094691
oanow.com,,0.0,,,0.0,,
oaoa.com,,,,,0.33,,
oathkeepers.org,,,,,1.0,,
objectivist.co,,,,,1.0,,
observer.com,,,0.0,1.0,0.33,-0.6893803575407982,-0.8916109973781561
ocala.com,,,,,-0.33,,0.6671993309956821
ocalastandard.com,,,,,0.33,,
occupy.com,,,,,-0.66,,
occupydemocrats.com,-0.899,,,,-1.0,,-1.304497881876847
occupydeplorables.com,,,,,,,1.4245652331510226
ocregister.com,,,0.5,0.5,0.33,,0.1011330198132664
ocweekly.com,,,,,-0.33,,
odb.org,,,,,,,0.5676973580540056
odditymall.com,,,,,,,0.1676278475796617
odmp.org,0.5967,,,,,,1.0944726922807246
offgridsurvival.com,,,,,0.66,,
offthemonstersports.com,,,,,,,0.1966226533728554
ohiocapitaljournal.com,,,,,-0.66,,
oilandwaterdontmix.org,,,,,-0.33,,
oilfieldjobshop.com,,,,,,,1.094113923026149
oilprice.com,,,,,0.33,,
okayafrica.com,,,,,,,-1.0975052018601017
okayplayer.com,,,,,,,-1.1021626800807582
okcfox.com,0.1296,,,,0.33,,0.4169060363280211
okeechobeetimes.com,,,,,0.33,,
oklahoman.com,,,,,0.33,,
oldcars.site,,,,,,,0.7454281449214163
omaha.com,,,,,0.33,,-0.0782780574893966
onbeing.org,,,,,,,-1.242008154997155
oneangrygamer.net,,,,,0.66,,
onecluecrossword.herokuapp.com,,,,,,,0.246054417544202
onecountry.com,,,,,,,0.4388998586266927
onegreenplanet.org,,,,,-0.66,,-0.5505095599572367
oneindia.com,,,,,-0.33,,
onenewsnow.com,,,,,,,1.5115038582257827
online.wsj.com,0.2764,,0.0,0.5,,,
onlineathens.com,,,,,-0.33,,
onlyinyourstate.com,,,,,,,0.3042204483188834
ontarioproud.ca,,,,,0.66,,
ontheissues.org,,0.0,,,,,
oola.com,,,,,,,0.0961283313223153
opednews.com,,,,,-0.66,,
openculture.com,,,,,,,-1.0978998313135782
opendemocracy.net,,,,,-0.33,,
opendoorsusa.org,,,,,0.33,,1.3406969296134443
openmindmag.org,,,,,0.0,,
opensecrets.org,,,0.0,0.0,0.0,,
opensocietyfoundations.org,,,,,-0.66,,
openthegovernment.org,,,,,-0.33,,
openvaers.com,,,,,0.66,,
opposingviews.com,0.2685,,,,0.33,,0.5142021196121822
oppositionreport.com,,,,,,,-1.353229668562725
oprah.com,,,,,,,-0.8530975349775755
opslens.com,,,,,0.66,,1.460984588998901
ora.tv,-0.2014,,,,,,
oracionmilagrosa.com,,,,,,,-0.3696275979147003
orangeville.com,,,,,-0.33,,
order-order.com,,,,,0.66,,
orderisda.org,,,,,,,0.3594403225977159
oregonlive.com,-0.3203,,,,0.0,,-0.5735031037946767
organicandhealthy.org,,,,,,,0.026645201563886
organicconsumers.org,,,,,,,-0.6180888244573759
organichealthcorner.com,,,,,,,0.1494164891310495
organichomeremedies.com,,,,,,,0.0456902204157797
origo.hu,,,,,1.0,,
orlandosentinel.com,,,,,-0.33,,-0.3075822716613018
orlandostandard.com,,,,,0.33,,
orlandoweekly.com,,,,,,,-0.6752557830455654
oskaloosa.com,,,,,-0.33,,
other98.com,,,,,-1.0,,
ottawa.citynews.ca,,,,,0.0,,
ottawacitizen.com,,,,,0.33,,
ottawasun.com,,,,,0.33,,
ottumwacourier.com,,,,,-0.33,,
ourcommunitynow.com,,,,,,,-0.0300487026013814
ourfutureinamerica.org,,,,,0.66,,
ourquadcities.com,,,,,0.0,,
ourworldindata.org,,,,,-0.33,,
out.com,,,,,-0.66,,-1.2531666272492907
outabouter.com,,,,,,,-1.296617814087511
outdoorrevival.com,,,,,,,0.0034094330155544
outkick.com,,,,,0.33,,
outlook.monmouth.edu,,,,,0.0,,
outragedpatriot.com,,,,,1.0,,
outsideonline.com,,,,,,,-0.7926846375841329
outsidethebeltway.com,,,,,-0.33,,
outtherecolorado.com,,,,,,,0.0801228447495984
overpassesforamerica.com,,,,,0.66,,1.4942849475242468
ow.ly,,0.0,,,,,
oxygen.com,,,,,,,-0.3158262410187962
oyez.org,,,,,0.0,,
ozarksfirst.com,,,,,0.0,,0.6311224940386824
ozy.com,,,,,-0.33,-0.1707850824077165,-0.6422922148373155
ozzyman.com,,,,,,,0.0531379519100914
p2a.co,,,,,,,-0.6340185927778222
pacificpundit.com,,,,,1.0,,
pacificresearch.org,,,,,0.33,,
packers.com,,0.0,,,,,0.1450688877276608
pagesix.com,,,,,,,-0.0690450814377565
pahomepage.com,,,,,0.0,,
pal-item.com,,,,,-0.33,,
paleohacks.com,,,,,,,0.1981677267778351
palestinechronicle.com,,,,,-0.66,,
palmbeachdailynews.com,,,,,-0.33,,
palmbeachpost.com,,,,,-0.33,,-0.090097813856848
palmcoasttimes.com,,,,,0.33,,
palmerreport.com,,,,,-0.66,,-1.3554741705872333
pamelageller.com,0.8632,,,,,,1.463364422963197
pamplinmedia.com,,,,,-0.33,,
